Catchment,Area (m²),Ice Discharge (kg/yr),Ice Yield (kg m⁻² yr⁻¹),Sediment Yield (kg m⁻² yr⁻¹),Total Flux (kg/yr),Gate Number,Gate Longitude,Gate Latitude
Gate 178.0,3728710000.0,98618578786.4489,26.448444310887385,0.09392728557579358,350227608.9993173,178.0,-206341.72755741127,-2245986.2645348865
Gate 15.0,13013770000.0,38937164688.1684,2.99199729887407,0.02588365058732896,336843875.503864,15.0,-7515.788100208498,-918704.1424418837
Gate 338.0,2367460000.0,125203194580.8931,52.885030615466825,0.14150662214121185,335011267.65443337,338.0,-107328.81002088028,-3199332.5581396525
Gate 58.0,5892250000.0,65975194820.07449,11.196944260694046,0.05649436353304257,332878913.52757007,58.0,-435571.6336116923,-1417685.3924418641
Gate 37.0,51080000.0,1618588714768.945,31687.328010355228,6.216494288073712,317538528.2348052,37.0,-481977.6878914394,-1268431.1773255763
Gate 223.0,579280000.0,283699116784.8157,489.7443667739533,0.5278236688423645,305757694.8870049,223.0,402137.6565762022,-2552497.6017442117
Gate 129.0,280490000.0,464308985118.5132,1655.3495137741565,1.0847156752689355,304251899.75618374,129.0,-306154.7494780799,-1820031.5406976796
Gate 50.0,598760000.0,271801335729.6006,453.940369646604,0.5046479938748446,302163032.81250197,50.0,-491178.88830897736,-1394877.1075581422
Gate 115.0,288260000.0,447581313983.87616,1552.7000415731497,1.0444135285697858,301062643.74552643,115.0,-324557.1503131534,-1685182.558139538
Gate 189.0,1052140000.0,175266278683.9622,166.58075796373313,0.27892596521801055,293469165.04447764,189.0,579360.7776617971,-2301206.3226744314
Gate 311.0,24910000.0,2238200425975.47,89851.48237557086,11.514811267507291,286833948.67360663,311.0,-197540.57933194845,-3090493.0232559103
Gate 229.0,503490000.0,275742963587.836,547.6632377759955,0.5638973233487359,283916663.33285505,229.0,296523.8778705647,-2618321.511627933
Gate 46.0,422930000.0,301669334288.8424,713.2843125076074,0.6592767559605761,278827918.39840645,46.0,-578590.2922755749,-1383673.0377906975
Gate 337.0,498690000.0,267533175601.3144,536.4719076005422,0.5570533403703292,277796930.30927944,337.0,-88926.40918580898,-3198332.194767558
Gate 238.0,7800000.0,4203913420091.247,538963.2589860574,33.22162096028111,259128643.49019265,238.0,203911.79540709985,-2715956.9767442136
Gate 153.0,92890000.0,750356153131.1475,8077.90023825113,2.769947928883084,257300463.11394966,153.0,-202741.25782880903,-2091130.0145348879
Gate 122.0,1005220000.0,134792245635.87491,134.09228391384465,0.24533663893302057,246617296.18825093,122.0,-321356.73277661664,-1735400.7994186012
Gate 191.0,296000000.0,308972971108.059,1043.827605094794,0.82579578587161,244435552.61799654,191.0,-211742.43215031305,-2306008.066860469
Gate 32.0,941010000.0,126596129678.5112,134.53218316331515,0.24581234124236312,231311871.23247612,32.0,-533384.3945720242,-1222414.4622092976
Gate 201.0,443900000.0,212571863872.3211,478.87331352178666,0.5208623635880175,231210803.196721,201.0,516152.5313152433,-2369831.250000018
Gate 299.0,3930940000.0,46216686954.1895,11.757159090240375,0.058149428300854955,228581913.68496278,299.0,88496.7379958254,-3001060.537790774
Gate 336.0,362170000.0,237797060704.4415,656.5896145579189,0.6277609410540108,227356180.0215311,336.0,59492.95407098203,-3192129.941860575
Gate 203.0,784960000.0,138888480460.6356,176.93701648572613,0.28905545288405415,226896968.29586715,203.0,487548.7995824655,-2384836.700581404
Gate 181.0,996970000.0,114717820186.54959,115.0664715954839,0.2241083106850496,223429262.5036739,181.0,654770.6158663937,-2267193.968023268
Gate 271.0,344290000.0,224598734075.5216,652.3533476880583,0.6253622658025385,215305974.493156,271.0,169507.30688935597,-2844203.5610465566
Gate 43.0,1544880000.0,78938362113.1352,51.096759692102424,0.1386567243185063,214208000.26517403,43.0,-561188.0219206677,-1348660.3197674397
Gate 35.0,109530000.0,475807713018.8901,4344.085757499224,1.919271261594772,210217781.28247538,35.0,-481777.66179540637,-1241821.5116279046
Gate 237.0,208900000.0,282500397937.33,1352.323589934562,0.962457818349533,201057438.25321746,237.0,231115.34446764115,-2711555.377907007
Gate 351.0,373130000.0,185458164341.096,497.03364602443116,0.532456055730038,198675328.07454905,351.0,44290.9707724447,-3244348.9098838517
Gate 124.0,1196600000.0,74798565042.6515,62.50924706890482,0.1562148988115953,186926747.91795495,124.0,541155.7933194133,-1757808.938953487
Gate 278.0,197330000.0,233620464988.7974,1183.907489934614,0.8896479304452714,175554226.1147654,278.0,202711.6388309018,-2855807.7761628414
Gate 45.0,225790000.0,197584911222.6816,875.0826485791293,0.7440121114939464,167990494.65421817,45.0,-549786.5344467635,-1378671.2209302315
Gate 116.0,127110000.0,273102715039.97928,2148.5541266617834,1.265612985872942,160872066.63430965,116.0,-327757.56784968707,-1691985.029069765
Gate 329.0,3530000.0,3121279142388.223,884215.054500913,44.5226161648195,157164835.06181285,329.0,-42320.32881002486,-3166120.494186159
Gate 283.0,136220000.0,247762292306.2826,1818.8393209975231,1.1468556014476303,156224670.0291962,283.0,211112.73486430416,-2871813.590116335
Gate 316.0,66820000.0,400595139824.94086,5995.13827933165,2.3220948135550064,155162375.44174552,316.0,113700.02609603907,-3110300.218023353
Gate 31.0,429210000.0,106244065252.0928,247.53399327157524,0.35255213334677094,151318901.15376756,31.0,-575189.8486430065,-1180599.2732558125
Gate 3.0,211370000.0,164964557502.03882,780.453978814585,0.695319096731028,146969597.47603738,3.0,182509.00313152617,-870886.7732558275
Gate 346.0,327590000.0,120077671133.3618,366.5486465806704,0.44469551621153425,145677804.1557365,346.0,63293.4498956206,-3235945.857558262
Gate 133.0,486410000.0,90113947873.1103,185.26335369978065,0.2970248615396415,144475862.90149704,133.0,-297353.6012526097,-1857445.1308139584
Gate 156.0,478310000.0,91018996516.32451,190.29289899087308,0.30176795076094315,144338628.52846673,156.0,637968.423799583,-2095931.758720938
Gate 209.0,91540000.0,269900114268.46323,2948.43908967078,1.5261335556557727,139702265.68472943,209.0,472146.7901878964,-2475269.5494186236
Gate 177.0,16020000.0,895143585920.6577,55876.62833462283,8.694502131538494,139285924.14724666,177.0,679173.799582467,-2236982.994186059
Gate 340.0,130660000.0,209756323975.3338,1605.3598957242752,1.0652203942861673,139181696.71743062,340.0,74094.85908142348,-3201533.357558261
Gate 34.0,393410000.0,96620311540.1156,245.5969892481523,0.3509178424607167,138054588.40247056,34.0,-497579.7233820456,-1235819.331395345
Gate 6.0,17360000.0,807201995982.3495,46497.81082847635,7.799177489301286,135393721.21427032,6.0,200311.32567850006,-889693.6046511789
Gate 313.0,369110000.0,95301977363.6947,258.1939729719994,0.3614543362236768,133416410.04352134,313.0,129502.08768267672,-3103697.8197675347
Gate 1.0,346560000.0,90214678375.31529,260.3147460044878,0.36320736529926134,125873144.518112,1.0,685.2818371608269,-811665.2616279146
Gate 146.0,20480000.0,630674136625.0453,30794.63557739479,6.112310181910147,125180112.52551982,146.0,605964.2484342401,-2035709.8837209377
Gate 221.0,214490000.0,118515485092.2277,552.5455037168525,0.5668651168218408,121586898.90711664,221.0,456744.7807933215,-2540693.3139535054
Gate 344.0,154250000.0,147247432560.5574,954.6024801332733,0.7832870227237622,120822023.25514032,344.0,73694.80688935753,-3225542.078488497
Gate 47.0,204650000.0,119195528697.1691,582.436006338476,0.584806356403276,119680620.83793044,47.0,-533584.4206680609,-1387274.3459302369
Gate 27.0,75800000.0,234117940686.698,3088.627185840343,1.5686423980992665,118903093.7759244,27.0,-388765.527139904,-1082563.6627907804
Gate 349.0,327590000.0,76063762051.6006,232.19195351384536,0.339459893657337,111203666.56320702,349.0,64693.63256785019,-3243548.6191861755
Gate 253.0,65870000.0,227773502333.8321,3457.924735597876,1.677004919874705,110464314.07214682,253.0,198111.0386221333,-2773978.052325616
Gate 193.0,59890000.0,240968548171.8248,4023.51892088537,1.8341961721676443,109850008.75112022,193.0,552957.3329853874,-2309609.3750000047
Gate 158.0,88730000.0,173632639386.3536,1956.865089443859,1.1975589385330574,106259404.61603819,158.0,-202341.20563674186,-2114538.517441861
Gate 190.0,1323630000.0,26778920154.573097,20.23142430631906,0.08016101087997748,106103518.8310646,190.0,493549.58246346726,-2302806.9040697743
Gate 109.0,162080000.0,111846392463.7141,690.0690551808619,0.64650015552,104784745.2066816,109.0,-322156.8371607514,-1635364.4622093062
Gate 265.0,124240000.0,115322732873.49811,928.225473869109,0.7704129898149953,95716109.85461502,265.0,183509.13361169258,-2813792.514534927
Gate 57.0,143860000.0,103536492135.21431,719.7031289810532,0.6627792582316815,95347424.0892097,57.0,-444172.75574112596,-1416885.101744181
Gate 279.0,102560000.0,113437239293.11319,1106.0573254008696,0.8545683812076897,87644533.17666066,279.0,202911.66492693266,-2866211.5552326073
Gate 275.0,344290000.0,49087393748.0882,142.5757174129025,0.2544014299189275,87587868.30678755,275.0,176908.27244259036,-2846204.2877907488
Gate 61.0,31350000.0,244981925312.2482,7814.415480454488,2.7161492279287773,85151278.29556717,61.0,-420969.7286012535,-1431090.2616279074
Gate 2.0,354490000.0,34484463191.5472,97.27908598704393,0.20291974554205516,71933020.59720314,2.0,15687.23903966609,-837674.7093023327
Gate 321.0,7780000.0,470356146179.4132,60457.08819786802,9.109241162213635,70869896.24202208,321.0,-177137.91753654068,-3133308.575581497
Gate 21.0,15390000.0,291704694832.6343,18954.17120419976,4.587186918125494,70596806.66995135,21.0,-89126.43528183922,-921505.1598837384
Gate 230.0,117420000.0,71032802048.8762,604.9463638977704,0.598070501753201,70225438.31586085,230.0,298124.08663883473,-2630125.799418626
Gate 252.0,124100000.0,66939211642.8279,539.3973540920863,0.5588479634427762,69353032.26324853,252.0,188509.78601252704,-2766375.2906977115
Gate 166.0,139060000.0,61509416457.0742,442.3228567314411,0.49696891451636005,69108497.25264503,166.0,745982.515657624,-2178761.8459302387
Gate 200.0,144490000.0,55481394934.936905,383.9808632772988,0.4570849240220748,66044200.67194959,200.0,520553.10542797734,-2363628.997093031
Gate 347.0,203460000.0,40542241958.3501,199.26394356802368,0.31010276410377086,63093508.38455322,347.0,92497.25991649387,-3238746.875000125
Gate 211.0,61970000.0,90498674985.1003,1460.3626752477053,1.0072196423624655,62417401.23720199,211.0,476147.31210856413,-2484672.9651162936
Gate 184.0,327610000.0,27762982583.4586,84.74400226934037,0.1870210789689713,61269975.681024686,184.0,510151.7484342397,-2280998.982558147
Gate 248.0,104880000.0,60265430951.1106,574.6131860327098,0.5801479344318239,60845915.36320969,248.0,184509.2640918602,-2761173.401162823
Gate 96.0,26380000.0,152428018026.8191,5778.165960076539,2.2720160595241734,59935783.65024769,96.0,-351160.62108559534,-1588947.6017441882
Gate 274.0,69680000.0,77797626576.361,1116.498659247431,0.8593305486788665,59878152.63194342,274.0,181508.87265136006,-2845403.997093067
Gate 327.0,180400000.0,39841404630.4169,220.85035826173447,0.3295528769111809,59451338.99477703,327.0,124301.40918580584,-3157517.3691861574
Gate 48.0,204650000.0,35373197733.1533,172.8472891920513,0.28508500811761045,58342646.91126898,48.0,-532384.2640918595,-1387074.273255819
Gate 29.0,117680000.0,51276625758.8214,435.72931474185424,0.4925739791390603,57966105.86508462,29.0,-585591.2056367409,-1165793.895348833
Gate 196.0,201100000.0,34993849901.663704,174.01218250454352,0.28621979848318585,57558801.47496867,196.0,512752.08768267406,-2335418.750000012
Gate 251.0,104880000.0,50317720174.582695,479.7646851123445,0.5214355689086565,54688162.46713989,251.0,187309.62943632735,-2763374.20058144
Gate 222.0,40140000.0,95928507618.0194,2389.848221674624,1.347844752385751,54102488.36076405,222.0,439942.5887265194,-2547295.712209323
Gate 197.0,63920000.0,69086933621.2078,1080.834380807381,0.8429880930056123,53883798.90491874,197.0,524953.6795407111,-2339020.0581395417
Gate 318.0,173010000.0,30816806979.8888,178.12153621113694,0.29019840070696246,50207225.30631158,318.0,123301.27870564027,-3127706.540697772
Gate 257.0,15770000.0,156770404107.1445,9941.052892019308,3.1317047954443082,49386984.62415674,257.0,203711.76931106715,-2779179.941860499
Gate 87.0,57460000.0,61994479562.492195,1078.9154118080785,0.8421025656745833,48387213.42366156,87.0,-354361.0386221299,-1513720.2761627883
Gate 289.0,50910000.0,64886632400.097206,1274.536091143139,0.9293188137938493,47311620.810244866,289.0,215913.36116910804,-2883617.8779070275
Gate 183.0,48900000.0,64197500497.75361,1312.8323210174563,0.9457340064693673,46246392.91635206,183.0,606564.3267223401,-2279798.5465116347
Gate 75.0,43780000.0,64720163571.931496,1478.3043301035061,1.0145201826569885,44415693.59672296,75.0,-376563.93528183724,-1477307.0494186045
Gate 44.0,225790000.0,20424886968.234398,90.45966149180389,0.19438181848766362,43889470.796329565,44.0,-555587.2912317315,-1375470.0581395333
Gate 326.0,180400000.0,22054322544.5157,122.25234226449945,0.232283263943172,41903900.81534823,326.0,123501.30480167503,-3154916.4244187083
Gate 301.0,47050000.0,54660807163.463,1161.759982220255,0.8797667113053979,41393023.76691897,301.0,94697.54697286338,-3017066.3517442634
Gate 225.0,2841330000.0,2944958583.0138,1.036471857550443,0.013826817615586412,39286551.69569414,225.0,376734.34237996367,-2564501.962209327
Gate 145.0,49550000.0,46841772697.4104,945.3435458609566,0.7787846955712483,38588781.66555535,145.0,786587.8131524017,-2031908.5029069772
Gate 277.0,197330000.0,17129090365.279001,86.80428908568895,0.18969707534041655,37432923.876924396,277.0,194510.5688935337,-2854007.122093073
Gate 290.0,30230000.0,57959405737.9926,1917.2810366520873,1.1831716667409284,35767279.48557827,290.0,207912.3173277686,-2886618.968023313
Gate 55.0,101460000.0,23838821757.8081,234.95783321316875,0.34184570718793966,34683665.45128836,55.0,-500180.06263048114,-1400279.0697674458
Gate 113.0,24350000.0,61007612383.8405,2505.4460937922177,1.3860318404039693,33749875.31383666,113.0,569359.4728601272,-1652370.6395348858
Gate 144.0,126050000.0,18503618370.9829,146.79586172933676,0.25882851166040444,32625333.89479398,144.0,758584.159707726,-2031708.4302325593
Gate 276.0,197330000.0,13544740300.911098,68.64004612026098,0.16510293701533552,32579762.561236158,276.0,194110.51670146282,-2853206.831395391
Gate 328.0,49720000.0,33814272728.528904,680.0939808634132,0.6409565080134974,31868357.57843109,328.0,111699.76513570287,-3161918.9680233616
Gate 319.0,173010000.0,14026497771.546799,81.07333548087855,0.18218664050584665,31520110.67391653,319.0,125701.59185804351,-3131107.776162895
Gate 331.0,3980000.0,185878388105.6019,46703.11258934721,7.819525970618091,31121713.363060005,331.0,-60322.67745302693,-3169321.6569768577
Gate 341.0,130660000.0,16486302090.7093,126.17711687363615,0.2366652846413806,30922686.091242786,341.0,75495.0417536561,-3201533.3575582528
Gate 182.0,87570000.0,20990096783.4585,239.69506433091811,0.34590549445826935,30290944.149710648,182.0,644369.2588726507,-2267394.0406976803
Gate 140.0,43400000.0,34062546007.547897,784.8512904964954,0.6976335018949834,30277293.98224228,140.0,592762.5260960357,-1989293.02325582
Gate 210.0,91540000.0,19659475598.7237,214.76377101511582,0.32415049721743056,29672736.515283592,210.0,472546.8423799641,-2479070.9302325808
Gate 212.0,17310000.0,58837975023.49921,3399.074235904056,1.6600653467524056,28735731.15228414,212.0,471546.7118997926,-2505480.52325583
Gate 162.0,26180000.0,40014443510.4421,1528.4355809947326,1.0347293207865713,27089213.618192438,162.0,756783.9248434234,-2144549.4186046547
Gate 305.0,34810000.0,32269442747.6349,927.0164535373427,0.7698193357659597,26797411.07801306,305.0,117300.49582463612,-3048677.8343024
Gate 126.0,24150000.0,40643664706.3415,1682.9674826642442,1.0953831319702416,26453502.637081336,126.0,-311555.4540709816,-1781617.5872093062
Gate 294.0,165230000.0,10420084815.289598,63.06412162010288,0.15703355612094644,25946654.47786398,294.0,159105.9498956177,-2911427.97965122
Gate 204.0,784960000.0,3210905820.6725,4.090534321076871,0.031142599222983104,24445694.68607282,204.0,485748.56471816776,-2390838.8808139726
Gate 339.0,87670000.0,14416806615.1611,164.4440129481134,0.2768043125226902,24267434.07886425,339.0,87096.55532359588,-3200132.8488373253
Gate 120.0,6360000.0,76500633731.5639,12028.40153012011,3.5054030740749824,22294363.551116887,120.0,539355.5584551122,-1721195.6395348804
Gate 350.0,35770000.0,22385368907.1041,625.8140594661476,0.6101876908795123,21826413.702760156,350.0,84496.21607515747,-3243148.473837338
Gate 317.0,71280000.0,12399211760.0168,173.9507822673513,0.2861600625736336,20397489.2602486,317.0,110899.66075157138,-3124305.3052326567
Gate 214.0,109600000.0,8790784011.4265,80.20788331593522,0.18103386048227166,19841311.108856972,214.0,462745.5636743254,-2506881.031976761
Gate 234.0,152050000.0,6943651371.3313,45.66689491174811,0.12974279257946955,19727391.611708347,234.0,234315.76200417714,-2696349.8546511987
Gate 348.0,327590000.0,3919738072.5961,11.965377675130803,0.05875632616547783,19247984.88854888,348.0,62693.37160752034,-3238546.8023257055
Gate 5.0,14880000.0,32661667185.626,2195.0045151630375,1.2817251967893013,19072070.928224802,5.0,-3715.292275574954,-887692.8779069938
Gate 7.0,4670000.0,67617298931.43641,14479.079000307582,3.911729247114578,18267775.584025078,7.0,3485.6471816285425,-906299.6366279279
Gate 309.0,6390000.0,51057332991.8079,7990.19295646446,2.7521204471281955,17586049.65714917,309.0,-200740.99686848393,-3075487.5726745054
Gate 54.0,130250000.0,5348970909.4241,41.066955158726294,0.12184629625111316,15870480.08670749,54.0,-474976.7745302709,-1399478.7790697683
Gate 254.0,65870000.0,8199772599.109501,124.48417487641568,0.23478204155154056,15465093.076999977,254.0,199111.16910229975,-2775578.633720973
Gate 142.0,10570000.0,28856646494.887497,2730.0517024491483,1.4582288938909194,15413479.408427017,142.0,795388.9613778736,-2030307.9215116347
Gate 17.0,10460000.0,28838803800.2396,2757.0558126424094,1.4667427134723936,15342128.782921238,17.0,-11916.362212943071,-919104.2877907164
Gate 155.0,11820000.0,25779226848.4351,2180.983658920059,1.2768765988781512,15092681.398739748,155.0,645969.4676409202,-2094531.2500000072
Gate 187.0,138020000.0,3455436880.2313,25.03576931047167,0.0909268633726363,12549725.682691261,187.0,522953.41858037905,-2291402.7616279214
Gate 198.0,11670000.0,18147006483.4116,1555.013409032699,1.04533357881716,12199042.864796259,198.0,531354.5146137812,-2340820.7122093155
Gate 272.0,24310000.0,10117699185.8276,416.1949479978445,0.4793910297609072,11653995.933487654,272.0,207712.2912317356,-2843803.415697721
Gate 127.0,29320000.0,6505196329.556,221.86890619222373,0.3304509550240818,9688822.001306077,127.0,560358.2985386243,-1786819.4767441887
Gate 322.0,21530000.0,4732815462.9179,219.82422029344636,0.3286463936830694,7075756.855996485,322.0,110299.58246346915,-3133508.6482559135
Gate 135.0,1160000.0,21200615174.8792,18276.39239213724,4.489449998801591,5207761.9986098455,135.0,538355.4279749497,-1884254.8691860544
